정류소명,정류소ID,승차건수(총합계),하차건수(총합계),승차건수(카드),하차건수(카드),승차건수(현금),일평균 승하차건수
계양구의회,41124,5805,6044,5612,6044,193,394
계양구청,41177,4473,4247,4457,4247,16,290
계양구청,41180,7907,9340,7778,9340,129,574
계양구청,41188,3890,1760,3826,1760,64,188
계양구청,41197,24,2338,24,2338,0,78
계양구청앞,41204,7520,3769,7387,3769,133,376
계양국제어학관,41651,17,41,17,41,0,1
계양도서관,41251,6309,10438,6199,10438,110,558
계양문화회관,41248,1766,1493,1741,1493,25,108
계양문화회관,41255,2833,4180,2792,4180,41,233
계양산성박물관,41285,1328,2039,1296,2039,32,112
계양산성박물관,41286,1053,2168,1032,2168,21,107
계양산장미원 입구(계산동자연풀장),41186,909,611,909,611,0,50
계양산장미원 입구(계산동자연풀장),41189,493,1160,478,1160,15,55
계양산전통시장,41297,722,4700,709,4700,13,180
계양산전통시장,41298,4741,1377,4560,1377,181,203
계양산전통시장,41306,18362,17887,18079,17887,283,1208
계양산지구대,41281,896,1232,887,1232,9,70
계양산지구대,41282,791,1194,757,1194,34,66
계양새마을금고,41094,1428,1550,1391,1550,37,99
계양새마을금고,41097,1693,2187,1642,2187,51,129
계양세무서,41054,1166,1061,1146,1061,20,74
계양세무서,41058,657,1064,650,1064,7,57
계양센트레빌1단지,41550,5559,5213,5373,5213,186,359
계양센트레빌1단지,41627,997,556,997,556,0,51
계양센트레빌1단지,41628,197,790,197,790,0,32
계양센트레빌1단지(111동앞),41551,6944,5699,6909,5699,35,421
계양센트레빌2단지,41625,240,808,234,808,6,34
계양여성회관,41404,3292,4166,3244,4166,48,248
계양역,41357,106915,52913,106558,52913,357,5327
계양역,41358,61095,92302,60848,92302,247,5113
계양역(귤현역방면),41659,4423,63,4378,63,45,149
계양임광그대가아파트,41118,3547,173,3409,173,138,124
계양종합사회복지관,41120,587,1491,583,1491,4,69
계양종합사회복지관,41121,1595,682,1542,682,53,75
계양중학교,41340,2894,1240,2799,1240,95,137
계양중학교,41341,1751,7504,1694,7504,57,308
계양체육관(아시아드양궁장),41454,436,939,434,939,2,45
계양체육관(아시아드양궁장),41455,1881,688,1869,688,12,85
계양체육관(아시아드양궁장),41567,2434,616,2429,616,5,101
계양체육관(아시아드양궁장),41568,655,4352,652,4352,3,166
계양체육관(효성해링턴플레이스),41440,3784,871,3763,871,21,155
계양체육관.대동아파트,41173,52,1704,25,1704,27,58
고구1리입구,90006,69,6,62,6,7,2
고구1리입구,90007,3,51,3,51,0,1
고구2리마을회관입구,90014,2,101,2,101,0,3
고구2리마을회관입구,90015,121,5,116,5,5,4
고구저수지,90008,11,35,11,35,0,1
고구저수지,90009,34,9,34,9,0,1
고구촌,90012,1,63,1,63,0,2
고구촌,90013,82,2,73,2,9,2
고능2리 종점,90372,11,3,10,3,1,0
고능2리능촌마을회관,90371,0,4,0,4,0,0
고능리공소,90208,58,60,55,60,3,3
고능리입구,43291,0,46,0,46,0,1
고능리입구,43534,51,1,50,1,1,1
고다니마을9단지,80362,114,60,110,60,4,5
고려산업,39486,864,1414,861,1414,3,75
고려양행,39111,1037,1662,1016,1662,21,89
고려저수지입구,43249,49,90,49,90,0,4
고려저수지입구,43486,55,26,55,26,0,2
고비고개정상,43569,6,3,5,3,1,0
고비고개정상,43844,5,28,5,28,0,1
고산마을입구,90016,4,65,4,65,0,2
고산마을입구,90017,49,7,48,7,1,1
고산촌,43544,147,40,133,40,14,6
고산촌,43779,36,108,35,108,1,4
고상골,43269,4,58,3,58,1,2
고상골,43382,41,6,41,6,0,1
고상골입구,43266,92,7,91,7,1,3
고상골입구,43552,12,73,8,73,4,2
고속터미널,31017,14539,262,14524,262,15,493
고속터미널,31018,428,23422,428,23422,0,795
고시기(가재골),43770,19,0,14,0,5,0
고시기(가재골),90126,1,4,1,4,0,0
고염나무골,35473,22,176,22,176,0,6
고염나무골,35474,243,14,242,14,1,8
고인돌입구,43550,0,21,0,21,0,0
고인돌체육관(태권도경기장),43383,1,4,1,4,0,0
고인돌체육관앞,90045,82,474,81,474,1,18
고인돌체육관앞,90046,534,122,524,122,10,21
고잔고등학교,39691,218,2649,211,2649,7,95
고잔마을,43284,61,0,57,0,4,2
고잔마을,43532,0,39,0,39,0,1
고창마을.KCC,80328,315,158,315,158,0,15
고창촌,43076,36,87,36,87,0,4
고창촌입구,43166,13,1,13,1,0,0
고창촌입구,43345,1,42,1,42,0,1
고천3리마을회관,43341,95,3,77,3,18,3
고천3리마을회관,43574,5,54,3,54,2,1
고천5리마을회관,90341,10,0,10,0,0,0
고천5리마을회관,90345,1,24,1,24,0,0
고천교,43339,8,20,5,20,3,0
고천교,43849,22,4,15,4,7,0
고촌역,80061,4205,577,4201,577,4,159
고촌역,80062,518,7425,518,7425,0,264
고합아파트,70036,167,106,163,106,4,9
고향산천,43464,21,10,21,10,0,1
고향산천,43610,14,20,14,20,0,1
곡촌,43427,15,18,13,18,2,1
곡촌,43457,89,15,85,15,4,3
곡촌,43789,53,22,47,22,6,2
곡촌,43816,7,105,4,105,3,3
곤능,43197,6,72,6,72,0,2
곤능,43319,39,1,35,1,4,1
골드클래스,42936,211,892,177,892,34,36
공개마을,90195,28,5,25,5,3,1
공개마을,90196,6,20,5,20,1,0
공구상가,36092,413,1703,392,1703,21,70
공구상가.간동입구,80021,1004,109,977,109,27,37
공군8547부대앞,35718,21,41,21,41,0,2
공군8547부대앞,35719,6,114,4,114,2,4
공단공구상가,92048,1,28,1,28,0,0
공단공원앞,42739,154,235,154,235,0,12
공단공원앞,42740,239,77,239,77,0,10
공단본부,42270,352,941,348,941,4,43
공단본부,42756,3172,965,3165,965,7,137
공단본부,42757,932,2503,906,2503,26,114
공단사거리,42995,4,890,4,890,0,29
공단사거리,42996,1207,7,1166,7,41,40
공단사거리,89069,10,288,7,288,3,9
공단사거리,89070,358,487,344,487,14,28
공단소방서,39062,1321,3444,1318,3444,3,158
공단시장,37426,3133,5822,3078,5822,55,298
공단시장,37427,7627,3120,7554,3120,73,358
공단오거리,40565,1801,659,1771,659,30,82
공단오거리,40566,421,2539,420,2539,1,98
공단유통상가,42940,56,1170,45,1170,11,40
공단유통상가,42941,1197,45,1093,45,104,41
공단자동차,42022,1587,2163,1557,2163,30,125
공단치안센터,37444,1781,894,1755,894,26,89
공단치안센터,37445,415,1797,410,1797,5,73
공단회관,39119,1404,3935,1393,3935,11,177
공단회관,39123,3305,1140,3292,1140,13,148
공설운동장,43091,32,346,31,346,1,12
공설운동장,43092,156,183,153,183,3,11
공숙입구,43290,6,68,5,68,1,2
공숙입구,43490,42,42,41,42,1,2
공영산업,89148,4,575,4,575,0,19
공작아파트,39479,1968,3453,1905,3453,63,180
공작아파트,39480,2673,4563,2641,4563,32,241
공장단지입구,42555,197,147,191,147,6,11
공촌마을,42323,4795,3082,4681,3082,114,262
공촌마을,42598,2371,4215,2305,4215,66,219
공촌사거리,42324,16172,9805,16125,9805,47,865
공촌사거리,42330,14172,14493,14085,14493,87,955
공촌사거리,42331,591,526,587,526,4,37
공촌사거리(한국아파트),42322,4916,4759,4867,4759,49,322
공촌정수장,42340,195,115,191,115,4,10
공촌정수장,42341,72,303,70,303,2,12
공항고등학교,35116,2822,436,2618,436,204,108
공항고속도로진입(미정차),35644,1,0,1,0,0,0
공항교회앞,35123,1004,2038,995,2038,9,101
공항신도시(메디컬사거리),35258,555,1679,536,1679,19,74
공항중학교,35117,842,1867,837,1867,5,90
공항초등학교,35087,121,388,119,388,2,16
공항회센터,35745,3,0,3,0,0,0
관곡마을,90104,0,3,0,3,0,0
관곡마을,90105,20,0,19,0,1,0
관광밸트입구,43874,0,3,0,3,0,0
관광밸트입구,43875,4,0,4,0,0,0
관교여자중학교,37226,9125,8627,8930,8627,195,591
관교여자중학교,37229,2497,2483,2432,2483,65,166
관교여자중학교,37231,3372,3955,3229,3955,143,244
관교중학교,37200,242,1031,239,1031,3,42
관교중학교(약수터),37202,4703,7396,4605,7396,98,403
관교중학교(약수터),37203,10956,6641,10680,6641,276,586
관리공단본부,42720,757,94,750,94,7,28
관창마을,35252,1449,887,1407,887,42,77
관창마을,35253,1757,1970,1712,1970,45,124
광명아파트,37434,14306,6932,14227,6932,79,707
광명아파트,39348,7585,14252,7532,14252,53,727
광명아파트,39835,16,887,11,887,5,30
광명아파트,40590,2666,956,2617,956,49,120
광명아파트,40817,7301,1514,7208,1514,93,293
광명아파트,41096,468,2476,437,2476,31,98
광명아파트,41098,2594,786,2534,786,60,112
광명아파트,41108,14721,20706,14563,20706,158,1180
광명아파트,41448,2608,7987,2527,7987,81,353
광명역IC진입(미정차),53043,1,0,1,0,0,0
광명역IC출입(미정차),53042,2,0,2,0,0,0
광명항,35708,135,7,135,7,0,4
광명항,35714,1959,1765,1946,1765,13,124
광성보,43674,41,92,41,92,0,4
광성오리,43128,7,1,7,1,0,0
광성오리,43862,7,35,7,35,0,1
광일아파트,40855,3520,1015,3411,1015,109,151
광일아파트,40874,1559,3020,1519,3020,40,152
교대역,31013,25697,24355,25666,24355,31,1668
교대입구,41141,2116,2941,2068,2941,48,168
교대입구,41142,2921,2187,2832,2187,89,170
교대후문,41362,1229,255,1217,255,12,49
교대후문,41363,219,2638,215,2638,4,95
교동중고후문,90024,13,88,8,88,5,3
교동중고후문,90025,135,8,122,8,13,4
교보생명,37357,21295,78229,21095,78229,200,3317
교산교회,43496,53,9,43,9,10,2
교산교회,43719,14,11,10,11,4,0
교산리입구,43694,33,35,19,35,14,2
교산리입구,43748,34,30,25,30,9,2
교산상회앞,43494,0,1,0,1,0,0
교산상회앞,43715,1,4,1,4,0,0
교육개발원입구,31005,1044,8,1042,8,2,35
교육개발원입구,31006,43,1001,43,1001,0,34
교통방송사거리,37538,783,2245,716,2245,67,100
교통방송사거리,37539,1027,1603,1001,1603,26,87
교통연수원,41191,525,2010,475,2010,50,84
교통연수원,41192,1535,1046,1499,1046,36,86
교회앞,43216,6,6,6,6,0,0
교회앞,43309,13,6,13,6,0,0
교회앞,43430,19,18,16,18,3,1
교회앞,43818,30,34,29,34,1,2
교회앞,90338,2,24,2,24,0,0
교회앞,90348,12,1,11,1,1,0
구검문소,43196,1,80,0,80,1,2
구검문소,43622,147,0,143,0,4,4
구능재,90193,24,3,18,3,6,0
구능재,90194,7,26,7,26,0,1
구도일주유소,40902,112,1455,107,1455,5,52
구두물입구,35219,382,277,381,277,1,21
구래리,80006,311,1389,302,1389,9,56
구래리,80007,1468,357,1454,357,14,60
구래역,80337,8230,14709,8109,14709,121,764
구래역,80338,17831,8790,17421,8790,410,887
구렁목,43950,161,10,151,10,10,5
구렁목,43951,7,94,6,94,1,3
구름다리,35735,9,83,9,83,0,3
구름다리,35736,32,5,32,5,0,1
구면사무소,43823,0,1,0,1,0,0
구반포역.세화고등학교,31031,1549,19,1549,19,0,52
구봉도입구,62035,29,375,27,375,2,13
구봉도입구,62037,376,26,372,26,4,13
구북성초교,43506,2,0,2,0,0,0
구북성초교,43656,6,9,6,9,0,0
구산사거리,40233,737,469,734,469,3,40
구산사거리,40842,517,19558,429,19558,88,669
구산사거리,40843,3361,7083,3219,7083,142,348
구산중학교,40518,637,823,624,823,13,48
구선택초교,43239,1,0,1,0,0,0
구선택초교,43896,0,3,0,3,0,0
구월1동행정복지센터,39967,860,2,860,2,0,28
구월1동행정복지센터,39981,1,451,0,451,1,15
구월2동행정복지센터,39586,3986,383,3972,383,14,145
구월2동행정복지센터,39607,418,3359,413,3359,5,125
구월도매전통시장,39192,17327,14685,16900,14685,427,1067
구월도매전통시장,39193,18186,28422,17997,28422,189,1553
구월동로데오거리,39195,4640,1044,4564,1044,76,189
구월동우체국,39211,3988,13027,3896,13027,92,567
구월동팬더아파트,39237,9136,8663,8980,8663,156,593
구월동팬더아파트,39238,9998,7061,9766,7061,232,568
구월서초등학교,39204,6880,5941,6726,5941,154,427
구월서초등학교,39205,5837,6076,5740,6076,97,397
구월아시아드1단지,39912,604,83,578,83,26,22
구월아시아드1단지,39913,9,107,1,107,8,3
구월아시아드5단지정문,39883,2592,5909,2550,5909,42,283
구월아시아드5단지후문,39881,2376,4390,2340,4390,36,225
구월아시아드6단지,39885,21885,8027,21534,8027,351,997
구월아시아드6단지,39886,7171,15426,7045,15426,126,753
구월아시아드7단지,39892,1465,2049,1442,2049,23,117
구월아시아드8단지,39891,2653,1183,2620,1183,33,127
구월아시아드8단지,39948,58,502,57,502,1,18
구월아시아드8단지,39949,85,250,72,250,13,11
구월아시아드선수촌센트럴자이,39884,3388,2347,3333,2347,55,191
구월아시아드선수촌아파트,39202,1125,825,1124,825,1,65
구월아시아드선수촌아파트,39203,737,1989,724,1989,13,90
구월아시아드은빛호수공원,39914,10084,5379,9876,5379,208,515
구월아시아드은빛호수공원,39915,6583,6081,6392,6081,191,422
구월우체국,39213,9685,7075,9471,7075,214,558
구월중학교,39281,26977,18703,26382,18703,595,1522
구월중학교,39286,18933,29380,18533,29380,400,1610
구월체육공원,39384,3299,4710,3244,4710,55,266
구월초등학교,39832,1998,4145,1954,4145,44,204
구월초등학교,39833,3962,2372,3859,2372,103,211
구월한내들퍼스티지,39882,4169,1741,4097,1741,72,197
구장수파출소,39375,756,562,734,562,22,43
구재이,43282,47,17,41,17,6,2
구재이,43551,8,18,8,18,0,0
구정슈퍼앞,35498,8,39,8,39,0,1
구정슈퍼앞,35587,81,16,74,16,7,3
구정정미소,90284,5,28,5,28,0,1
구정정미소,90306,20,0,20,0,0,0
구중학교앞,44119,1,11,1,11,0,0
구중학교앞,44148,5,2,4,2,1,0
구하1리입구,43259,0,35,0,35,0,1
구하1리입구,43562,81,1,68,1,13,2
구하2리마을회관,43254,86,1,84,1,2,2
구하2리마을회관,43256,56,2,56,2,0,1
구하2리마을회관,43373,0,62,0,62,0,2
구하2리마을회관,43559,1,53,1,53,0,1
국궁장앞,70151,42,216,42,216,0,8
국립생물자원관,89111,197,416,193,416,4,20
국립생물자원관입구,42741,279,473,261,473,18,25
국립인천공항검역소,35430,12,387,10,387,2,13
국립인천공항검역소,35431,117,103,116,103,1,7
국민건강보험 인천부평지사,40620,1181,4269,1168,4269,13,181
국민건강보험 인천부평지사,40621,3650,1442,3605,1442,45,169
국민건강보험남부지사,37274,8821,9964,8631,9964,190,626
국민은행,38148,1973,4943,1953,4943,20,230
국민은행,38149,4982,2183,4869,2183,113,238
국민은행연수중앙지점,38129,6449,4526,6298,4526,151,365
국민은행연수중앙지점,38571,2097,4239,2077,4239,20,211
국제금융단지,89292,7149,5669,7069,5669,80,427
국제금융단지,89293,2896,4989,2892,4989,4,262
국제성모병원,89030,385,1362,379,1362,6,58
국제성모병원,89031,2428,1039,2406,1039,22,115
국제성모병원(종점),89369,0,110,0,110,0,3
국제업무단지(공항청사),35026,14246,2574,13962,2574,284,560
국제업무지구역,38528,1353,3255,1341,3255,12,153
국제업무지구역5번출구,38619,2287,1775,2271,1775,16,135
국제이노베이션,37573,8,1368,5,1368,3,45
국제이노베이션,37574,1454,10,1446,10,8,48
국제콘크리트,90050,58,31,58,31,0,2
국제콘크리트,90051,28,131,27,131,1,5
국제학교,38457,2300,527,2238,527,62,94
국제학교,38462,986,2384,946,2384,40,112
국촌,43251,135,1,121,1,14,4
국촌,43371,1,81,1,81,0,2
국화리야영장앞,43353,34,2,33,2,1,1
국화리야영장앞,43843,1,63,1,63,0,2
국화맨션,43359,0,2,0,2,0,0
국화맨션,43566,32,7,32,7,0,1
국회연수원입구,43919,3,0,3,0,0,0
국회연수원입구,43920,0,26,0,26,0,0
군인아파트,43046,115,57,106,57,9,5
군인아파트,43047,45,124,44,124,1,5
굴다리,37142,7804,96,7745,96,59,263
굴다리오거리,40231,19525,8251,19122,8251,403,925
굴다리오거리,40232,15416,23240,15238,23240,178,1288
굴다리입구,37152,7104,3626,6836,3626,268,357
굴포천,40506,2362,2250,2298,2250,64,153
굴포천,40509,2413,3568,2348,3568,65,199
굴포천역(롯데마트),40814,42907,25492,42526,25492,381,2279
굴포천역(롯데마트),40815,18619,22584,18458,22584,161,1373
굴포천역(부평농협),40507,6447,8435,6420,8435,27,496
굴포천역(부평농협),40508,9597,6257,9484,6257,113,528
굴포천역(신복사거리),40485,4371,19030,4316,19030,55,780
굴포천역(신복사거리),40498,29777,7393,29522,7393,255,1239
굴포천역(욱일아파트),40519,4708,12549,4671,12549,37,575
굴포천역(욱일아파트),40522,7156,3078,7101,3078,55,341
궁골,43346,2,15,2,15,0,0
궁골,43572,16,1,16,1,0,0
궁현사거리,37575,3,887,2,887,1,29
궁현사거리,37576,434,15,430,15,4,14
귀뚜라미보일러,42003,9,206,4,206,5,7
귀뚜라미보일러,42004,219,0,219,0,0,7
귤현감리교회,41385,1991,5317,1941,5317,50,243
귤현감리교회,41386,4484,3156,4425,3156,59,254
귤현동마을입구,41326,560,132,547,132,13,23
귤현동마을입구,41328,103,597,102,597,1,23
귤현아이파크정문,41572,2187,500,2185,500,2,89
귤현역,41331,5986,4369,5972,4369,14,345
귤현역,41332,1787,915,1765,915,22,90
귤현차량기지(센트레빌3단지),41443,2820,827,2776,827,44,121
귤현차량기지(센트레빌3단지),41444,1265,3629,1243,3629,22,163
귤현차량기지(안골공원),41618,1295,1836,1287,1836,8,104
귤현차량기지(안골공원),41619,145,583,139,583,6,24
귤현현대아이파크,41620,635,1872,634,1872,1,83
그린나래지하차도,35648,2,385,2,385,0,12
그린나래지하차도,35649,2243,700,2218,700,25,98
그린빌라,42222,2090,1334,2018,1334,72,114
그린빌라,42602,1295,3097,1275,3097,20,146
그린힐아파트.e편한세상아파트,40194,307,1823,295,1823,12,71
극동.금호아파트,39272,4975,7276,4837,7276,138,408
극동.금호아파트,39278,6361,5415,6279,5415,82,392
극지연구소,39918,2692,2767,2639,2767,53,181
극지연구소,39919,4105,2854,4091,2854,14,231
근대문화거리입구,35369,2335,3992,2262,3992,73,210
근대문화거리입구,35370,3051,1870,2957,1870,94,164
근로복지공단인천병원,40145,10769,12771,10674,12771,95,784
근로복지공단인천병원,40155,20623,10300,20511,10300,112,1030
글로벌캠퍼스푸르지오,39841,2700,7784,2617,7784,83,349
글로벌파크,39975,479,912,474,912,5,46
글로벌파크,39976,119,1489,112,1489,7,53
글로벌파크베르디움,39840,6976,1758,6895,1758,81,291
금강다이아몬드,39007,563,1678,546,1678,17,74
금강다이아몬드,39008,960,433,949,433,11,46
금강마을,55066,1648,2412,1585,2412,63,135
